title,source,permission,author,description,date,medium,dimensions,institution,department,notes,accession number
"Recto_United States_50 cents_1863","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork364904/urn-3:HBS.Baker.AC:1104624/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W364904_urn-3:HBS.Baker.AC:1104624 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W364904_urn-3:HBS.Baker.AC:1104624","Rights Statements in evaluation, waiting for OGC. No permission granted.","United States. Dept. of the Treasury, producer","Printed in black and green ink. Two embossings in green ink (image indecipherable). Contains image of woman holding scales. Verso: cartouche and two complex medallions in green ink. The number ""50"" embossed in black ink.","1863","ink on paper","5 x 11.1 cm.","Q49126","Q42377658","citation: United States, 50 cents, 1863, 1863. Baker Library, Harvard Business School, Historical Collections, 3-49/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W364904_urn-3:HBS.Baker.AC:1104624"
"Verso_United States_50 cents_1863","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork364904/urn-3:HBS.Baker.AC:1104625/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W364904_urn-3:HBS.Baker.AC:1104625 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W364904_urn-3:HBS.Baker.AC:1104625","Rights Statements in evaluation, waiting for OGC. No permission granted.","United States. Dept. of the Treasury, producer","Printed in black and green ink. Two embossings in green ink (image indecipherable). Contains image of woman holding scales. Verso: cartouche and two complex medallions in green ink. The number ""50"" embossed in black ink.","1863","ink on paper","5 x 11.1 cm.","Q49126","Q42377658","citation: United States, 50 cents, 1863, 1863. Baker Library, Harvard Business School, Historical Collections, 3-49/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W364904_urn-3:HBS.Baker.AC:1104625"
"Recto_United States_50 cents_1863","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork364905/urn-3:HBS.Baker.AC:1104626/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W364905_urn-3:HBS.Baker.AC:1104626 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W364905_urn-3:HBS.Baker.AC:1104626","Rights Statements in evaluation, waiting for OGC. No permission granted.","United States. Dept. of the Treasury, producer ; National Bank Note Company, producer ; American Bank Note, Co., producer ; Lincoln, Abraham (1809-1865, American) associated name","Printed in black, red, and green ink. Contains portrait of Abraham Lincoln in black ink and large Seal of the Treasury in red ink. Verso: complex cartouche in green ink.","1863","ink on paper","4.6 x 10.2 cm.","Q49126","Q42377658","citation: United States, 50 cents, 1863, 1863. Baker Library, Harvard Business School, Historical Collections, 3-49/4, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W364905_urn-3:HBS.Baker.AC:1104626"
"Verso_United States_50 cents_1863","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork364905/urn-3:HBS.Baker.AC:1104627/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W364905_urn-3:HBS.Baker.AC:1104627 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W364905_urn-3:HBS.Baker.AC:1104627","Rights Statements in evaluation, waiting for OGC. No permission granted.","United States. Dept. of the Treasury, producer ; National Bank Note Company, producer ; American Bank Note, Co., producer ; Lincoln, Abraham (1809-1865, American) associated name","Printed in black, red, and green ink. Contains portrait of Abraham Lincoln in black ink and large Seal of the Treasury in red ink. Verso: complex cartouche in green ink.","1863","ink on paper","4.6 x 10.2 cm.","Q49126","Q42377658","citation: United States, 50 cents, 1863, 1863. Baker Library, Harvard Business School, Historical Collections, 3-49/4, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W364905_urn-3:HBS.Baker.AC:1104627"
"Recto_United States_50 cents_1863","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork364906/urn-3:HBS.Baker.AC:1104628/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W364906_urn-3:HBS.Baker.AC:1104628 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W364906_urn-3:HBS.Baker.AC:1104628","Rights Statements in evaluation, waiting for OGC. No permission granted.","United States. Dept. of the Treasury, producer ; Washington, George (1732-1799, American) associated name","Printed on cream paper in black and red ink. Surrounding the portrait of George Washington is an embossed oval in green or bronze ink. Contains scene of merchant port with various modes of sea and land transport. Verso: cartouche in red ink with number ""50"" embossed in brown ink.","1863","ink on paper","4.8 x 6.6 cm.","Q49126","Q42377658","citation: United States, 50 cents, 1863, 1863. Baker Library, Harvard Business School, Historical Collections, 3-49/5, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W364906_urn-3:HBS.Baker.AC:1104628"
"Verso_United States_50 cents_1863","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork364906/urn-3:HBS.Baker.AC:1104629/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W364906_urn-3:HBS.Baker.AC:1104629 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W364906_urn-3:HBS.Baker.AC:1104629","Rights Statements in evaluation, waiting for OGC. No permission granted.","United States. Dept. of the Treasury, producer ; Washington, George (1732-1799, American) associated name","Printed on cream paper in black and red ink. Surrounding the portrait of George Washington is an embossed oval in green or bronze ink. Contains scene of merchant port with various modes of sea and land transport. Verso: cartouche in red ink with number ""50"" embossed in brown ink.","1863","ink on paper","4.8 x 6.6 cm.","Q49126","Q42377658","citation: United States, 50 cents, 1863, 1863. Baker Library, Harvard Business School, Historical Collections, 3-49/5, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W364906_urn-3:HBS.Baker.AC:1104629"
"Verso_Massachusetts_2 pence_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363844/urn-3:HBS.Baker.AC:1124260/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363844_urn-3:HBS.Baker.AC:1124260 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363844_urn-3:HBS.Baker.AC:1124260","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hurd, Nathaniel (1730-1777, American) producer ; Revere, Paul (1735-1818, American) producer ; Gill, John (1732-1785) producer ; Massachusetts, associated name","Codfish facing towards the left. Verso: print is off center, slightly cropped at left side.","1776","ink on paper","7.5 x 7.6 cm.","Q49126","Q42377658","citation: Massachusetts, 2 pence, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-34/6, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363844_urn-3:HBS.Baker.AC:1124260"
"Recto_Massachusetts_2 shillings_1782","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork365985/urn-3:HBS.Baker.AC:1124261/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W365985_urn-3:HBS.Baker.AC:1124261 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W365985_urn-3:HBS.Baker.AC:1124261","Rights Statements in evaluation, waiting for OGC. No permission granted.","Fleet, Thomas (1732-1797) producer ; Revere, Paul (1735-1818, American) producer ; Massachusetts, associated name","Rising sun is printed on the right side of bill. Note difference of dates on recto ""1782"" and verso ""1779"". Verso: image of a pine tree.","1782","ink on paper","7.7 x 6.5 cm.","Q49126","Q42377658","citation: Massachusetts, 2 shillings, 1782, 1782. Baker Library, Harvard Business School, Historical Collections, 1-28/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W365985_urn-3:HBS.Baker.AC:1124261"
"Verso_Massachusetts_2 shillings_1782","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork365985/urn-3:HBS.Baker.AC:1124262/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W365985_urn-3:HBS.Baker.AC:1124262 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W365985_urn-3:HBS.Baker.AC:1124262","Rights Statements in evaluation, waiting for OGC. No permission granted.","Fleet, Thomas (1732-1797) producer ; Revere, Paul (1735-1818, American) producer ; Massachusetts, associated name","Rising sun is printed on the right side of bill. Note difference of dates on recto ""1782"" and verso ""1779"". Verso: image of a pine tree.","1782","ink on paper","7.7 x 6.5 cm.","Q49126","Q42377658","citation: Massachusetts, 2 shillings, 1782, 1782. Baker Library, Harvard Business School, Historical Collections, 1-28/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W365985_urn-3:HBS.Baker.AC:1124262"
"Recto_Massachusetts_4 shillings and 6 pence_1782","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork365986/urn-3:HBS.Baker.AC:1124263/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W365986_urn-3:HBS.Baker.AC:1124263 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W365986_urn-3:HBS.Baker.AC:1124263","Rights Statements in evaluation, waiting for OGC. No permission granted.","Fleet, Thomas (1732-1797) producer ; Revere, Paul (1735-1818, American) producer ; Massachusetts, associated name","Image of sun is printed on the left side of the bill. Note the differences in date on recto ""1782"" and verso ""1779"". Verso: image of a pine tree.","1782","ink on paper","7.8 x 6.6 cm.","Q49126","Q42377658","citation: Massachusetts, 4 shillings and 6 pence, 1782, 1782. Baker Library, Harvard Business School, Historical Collections, 1-34/4, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W365986_urn-3:HBS.Baker.AC:1124263"
"Verso_Massachusetts_4 shillings and 6 pence_1782","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork365986/urn-3:HBS.Baker.AC:1124264/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W365986_urn-3:HBS.Baker.AC:1124264 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W365986_urn-3:HBS.Baker.AC:1124264","Rights Statements in evaluation, waiting for OGC. No permission granted.","Fleet, Thomas (1732-1797) producer ; Revere, Paul (1735-1818, American) producer ; Massachusetts, associated name","Image of sun is printed on the left side of the bill. Note the differences in date on recto ""1782"" and verso ""1779"". Verso: image of a pine tree.","1782","ink on paper","7.8 x 6.6 cm.","Q49126","Q42377658","citation: Massachusetts, 4 shillings and 6 pence, 1782, 1782. Baker Library, Harvard Business School, Historical Collections, 1-34/4, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W365986_urn-3:HBS.Baker.AC:1124264"
"Recto_South Carolina_10 pounds_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork362854/urn-3:HBS.Baker.AC:1124265/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W362854_urn-3:HBS.Baker.AC:1124265 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W362854_urn-3:HBS.Baker.AC:1124265","Rights Statements in evaluation, waiting for OGC. No permission granted.","South Carolina,",,"1775","ink on paper","11.1 x 17.8 cm.","Q49126","Q42377658","citation: South Carolina, 10 pounds, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-45/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W362854_urn-3:HBS.Baker.AC:1124265"
"Verso_South Carolina_10 pounds_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork362854/urn-3:HBS.Baker.AC:1124266/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W362854_urn-3:HBS.Baker.AC:1124266 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W362854_urn-3:HBS.Baker.AC:1124266","Rights Statements in evaluation, waiting for OGC. No permission granted.","South Carolina,",,"1775","ink on paper","11.1 x 17.8 cm.","Q49126","Q42377658","citation: South Carolina, 10 pounds, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-45/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W362854_urn-3:HBS.Baker.AC:1124266"
"Recto_South Carolina_10 pounds_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork362857/urn-3:HBS.Baker.AC:1124267/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W362857_urn-3:HBS.Baker.AC:1124267 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W362857_urn-3:HBS.Baker.AC:1124267","Rights Statements in evaluation, waiting for OGC. No permission granted.","South Carolina,",,"1775","ink on paper","11.0 x 17.5 cm.","Q49126","Q42377658","citation: South Carolina, 10 pounds, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-45/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W362857_urn-3:HBS.Baker.AC:1124267"
"Verso_South Carolina_10 pounds_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork362857/urn-3:HBS.Baker.AC:1124268/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W362857_urn-3:HBS.Baker.AC:1124268 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W362857_urn-3:HBS.Baker.AC:1124268","Rights Statements in evaluation, waiting for OGC. No permission granted.","South Carolina,",,"1775","ink on paper","11.0 x 17.5 cm.","Q49126","Q42377658","citation: South Carolina, 10 pounds, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-45/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W362857_urn-3:HBS.Baker.AC:1124268"
"Recto_South Carolina_10 pounds_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork362859/urn-3:HBS.Baker.AC:1124269/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W362859_urn-3:HBS.Baker.AC:1124269 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W362859_urn-3:HBS.Baker.AC:1124269","Rights Statements in evaluation, waiting for OGC. No permission granted.","South Carolina,",,"1775","ink on paper","11.2 x 17.5 cm.","Q49126","Q42377658","citation: South Carolina, 10 pounds, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-46/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W362859_urn-3:HBS.Baker.AC:1124269"
"Verso_South Carolina_10 pounds_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork362859/urn-3:HBS.Baker.AC:1124270/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W362859_urn-3:HBS.Baker.AC:1124270 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W362859_urn-3:HBS.Baker.AC:1124270","Rights Statements in evaluation, waiting for OGC. No permission granted.","South Carolina,",,"1775","ink on paper","11.2 x 17.5 cm.","Q49126","Q42377658","citation: South Carolina, 10 pounds, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-46/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W362859_urn-3:HBS.Baker.AC:1124270"
"Recto_South Carolina_10 pounds_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork362864/urn-3:HBS.Baker.AC:1124271/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W362864_urn-3:HBS.Baker.AC:1124271 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W362864_urn-3:HBS.Baker.AC:1124271","Rights Statements in evaluation, waiting for OGC. No permission granted.","South Carolina,",,"1775","ink on paper","10.5 x 16.4 cm.","Q49126","Q42377658","citation: South Carolina, 10 pounds, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-46/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W362864_urn-3:HBS.Baker.AC:1124271"
"Verso_South Carolina_10 pounds_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork362864/urn-3:HBS.Baker.AC:1124272/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W362864_urn-3:HBS.Baker.AC:1124272 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W362864_urn-3:HBS.Baker.AC:1124272","Rights Statements in evaluation, waiting for OGC. No permission granted.","South Carolina,",,"1775","ink on paper","10.5 x 16.4 cm.","Q49126","Q42377658","citation: South Carolina, 10 pounds, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-46/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W362864_urn-3:HBS.Baker.AC:1124272"
"Recto_South Carolina_5 pounds_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork362866/urn-3:HBS.Baker.AC:1124273/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W362866_urn-3:HBS.Baker.AC:1124273 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W362866_urn-3:HBS.Baker.AC:1124273","Rights Statements in evaluation, waiting for OGC. No permission granted.","South Carolina,",,"1775","ink on paper","10.8 x 15.6 cm","Q49126","Q42377658","citation: South Carolina, 5 pounds, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-46/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W362866_urn-3:HBS.Baker.AC:1124273"
"Verso_South Carolina_5 pounds_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork362866/urn-3:HBS.Baker.AC:1124274/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W362866_urn-3:HBS.Baker.AC:1124274 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W362866_urn-3:HBS.Baker.AC:1124274","Rights Statements in evaluation, waiting for OGC. No permission granted.","South Carolina,",,"1775","ink on paper","10.8 x 15.6 cm","Q49126","Q42377658","citation: South Carolina, 5 pounds, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-46/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W362866_urn-3:HBS.Baker.AC:1124274"
"Recto_Detroit Bank_5 dollars_1806","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363237/urn-3:HBS.Baker.AC:1124275/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363237_urn-3:HBS.Baker.AC:1124275 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363237_urn-3:HBS.Baker.AC:1124275","Rights Statements in evaluation, waiting for OGC. No permission granted.","Detroit Bank, associated name",,"1806","ink on paper","6.8 x 16.5 cm.","Q49126","Q42377658","citation: Detroit Bank, 5 dollars, 1806, 1806. Baker Library, Harvard Business School, Historical Collections, 2-01/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363237_urn-3:HBS.Baker.AC:1124275"
"Verso_Detroit Bank_5 dollars_1806","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363237/urn-3:HBS.Baker.AC:1124276/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363237_urn-3:HBS.Baker.AC:1124276 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363237_urn-3:HBS.Baker.AC:1124276","Rights Statements in evaluation, waiting for OGC. No permission granted.","Detroit Bank, associated name",,"1806","ink on paper","6.8 x 16.5 cm.","Q49126","Q42377658","citation: Detroit Bank, 5 dollars, 1806, 1806. Baker Library, Harvard Business School, Historical Collections, 2-01/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363237_urn-3:HBS.Baker.AC:1124276"
"Recto_Hillsborough Bank_5 dollars_1807","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363238/urn-3:HBS.Baker.AC:1124277/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363238_urn-3:HBS.Baker.AC:1124277 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363238_urn-3:HBS.Baker.AC:1124277","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hillsborough Bank, associated name",,"1807","ink on paper","6.7 x 15.9 cm.","Q49126","Q42377658","citation: Hillsborough Bank, 5 dollars, 1807, 1807. Baker Library, Harvard Business School, Historical Collections, 2-01/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363238_urn-3:HBS.Baker.AC:1124277"
"Verso_Hillsborough Bank_5 dollars_1807","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363238/urn-3:HBS.Baker.AC:1124278/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363238_urn-3:HBS.Baker.AC:1124278 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363238_urn-3:HBS.Baker.AC:1124278","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hillsborough Bank, associated name",,"1807","ink on paper","6.7 x 15.9 cm.","Q49126","Q42377658","citation: Hillsborough Bank, 5 dollars, 1807, 1807. Baker Library, Harvard Business School, Historical Collections, 2-01/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363238_urn-3:HBS.Baker.AC:1124278"
"Recto_Berkshire Bank_10 dollars_1807","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363239/urn-3:HBS.Baker.AC:1124279/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363239_urn-3:HBS.Baker.AC:1124279 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363239_urn-3:HBS.Baker.AC:1124279","Rights Statements in evaluation, waiting for OGC. No permission granted.","Berkshire Bank, associated name",,"1807","ink on paper","6.8 x 16.2 cm.","Q49126","Q42377658","citation: Berkshire Bank, 10 dollars, 1807, 1807. Baker Library, Harvard Business School, Historical Collections, 2-01/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363239_urn-3:HBS.Baker.AC:1124279"
"Verso_Berkshire Bank_10 dollars_1807","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363239/urn-3:HBS.Baker.AC:1124280/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363239_urn-3:HBS.Baker.AC:1124280 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363239_urn-3:HBS.Baker.AC:1124280","Rights Statements in evaluation, waiting for OGC. No permission granted.","Berkshire Bank, associated name",,"1807","ink on paper","6.8 x 16.2 cm.","Q49126","Q42377658","citation: Berkshire Bank, 10 dollars, 1807, 1807. Baker Library, Harvard Business School, Historical Collections, 2-01/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363239_urn-3:HBS.Baker.AC:1124280"
"Recto_Farmers Exchange Bank_10 dollars_1808","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363240/urn-3:HBS.Baker.AC:1124281/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363240_urn-3:HBS.Baker.AC:1124281 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363240_urn-3:HBS.Baker.AC:1124281","Rights Statements in evaluation, waiting for OGC. No permission granted.","Farmers Exchange Bank (Gloucester, R.I.),",,"1808","ink on paper","6.9 x 16.3 cm.","Q49126","Q42377658","citation: Farmers Exchange Bank, 10 dollars, 1808, 1808. Baker Library, Harvard Business School, Historical Collections, 2-01/A, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363240_urn-3:HBS.Baker.AC:1124281"
"Verso_Farmers Exchange Bank_10 dollars_1808","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363240/urn-3:HBS.Baker.AC:1124282/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363240_urn-3:HBS.Baker.AC:1124282 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363240_urn-3:HBS.Baker.AC:1124282","Rights Statements in evaluation, waiting for OGC. No permission granted.","Farmers Exchange Bank (Gloucester, R.I.),",,"1808","ink on paper","6.9 x 16.3 cm.","Q49126","Q42377658","citation: Farmers Exchange Bank, 10 dollars, 1808, 1808. Baker Library, Harvard Business School, Historical Collections, 2-01/A, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363240_urn-3:HBS.Baker.AC:1124282"
"Recto_Farmers Exchange Bank_5 dollars_1808","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363241/urn-3:HBS.Baker.AC:1124283/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363241_urn-3:HBS.Baker.AC:1124283 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363241_urn-3:HBS.Baker.AC:1124283","Rights Statements in evaluation, waiting for OGC. No permission granted.","Farmers Exchange Bank (Gloucester, R.I.),",,"1808","ink on paper","6.9 x 16.2 cm.","Q49126","Q42377658","citation: Farmers Exchange Bank, 5 dollars, 1808, 1808. Baker Library, Harvard Business School, Historical Collections, 2-02/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363241_urn-3:HBS.Baker.AC:1124283"
"Verso_Farmers Exchange Bank_5 dollars_1808","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363241/urn-3:HBS.Baker.AC:1124284/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363241_urn-3:HBS.Baker.AC:1124284 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363241_urn-3:HBS.Baker.AC:1124284","Rights Statements in evaluation, waiting for OGC. No permission granted.","Farmers Exchange Bank (Gloucester, R.I.),",,"1808","ink on paper","6.9 x 16.2 cm.","Q49126","Q42377658","citation: Farmers Exchange Bank, 5 dollars, 1808, 1808. Baker Library, Harvard Business School, Historical Collections, 2-02/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363241_urn-3:HBS.Baker.AC:1124284"
"Recto_Farmers Exchange Bank_5 dollars_1808","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363242/urn-3:HBS.Baker.AC:1124285/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363242_urn-3:HBS.Baker.AC:1124285 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363242_urn-3:HBS.Baker.AC:1124285","Rights Statements in evaluation, waiting for OGC. No permission granted.","Farmers Exchange Bank (Gloucester, R.I.),",,"1808","ink on paper","6.7 x 16.7 cm.","Q49126","Q42377658","citation: Farmers Exchange Bank, 5 dollars, 1808, 1808. Baker Library, Harvard Business School, Historical Collections, 2-02/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363242_urn-3:HBS.Baker.AC:1124285"
