"SSID","Filename","Work[33419]","Creator[33420]","Culture[33421]","Title[33422]","Image View Description[33423]","Image View Type[33424]","Date Description[33425]","ARTstor Earliest Date[33426]","ARTstor Latest Date[33427]","Style/Period[33428]","Materials/Techniques[33429]","Measurements[33430]","Artstor Classification[33431]","Work Type[33432]","Repository[33433]","Repository Accession Number[33434]","Location[33435]","Creation/Discovery Site[33436]","Artstor Country[33440]","Description[33441]","Subject[33442]","Relationships[33443]","Reference Sources[33444]","Photographer[33445]","Image Date[33446]","Rights[33447]","Repository Classification Number[33448]","Image Repository[33449]","Image Collection[33450]","Image Accession Number[33451]","Image Accession Date[33452]","Image Classification Number[33453]","Image Type[33454]","Image Associated Name[33455]","Image Start Year[33456]","Image Measurements[33457]","Image End Year[33458]","Image Materials[33459]","Image Support[33460]","Image Subject[33461]","Image Rights[33462]","Image Credit[33463]","Image Notes[33464]","In House Notes[33465]","Send To Harvard[33466]","In House Use Only[33467]","Additional Formats[33470]","Olivia ID[33471]","Olivia Record Info[33472]","Image Requester[33473]","Image Request Date[33474]","Image Source ID[33475]","Image Source Type[33476]","Image Provider[33477]","Image Source Title[33478]","Image Source Alternate Title[33479]","Image Source Author[33480]","Image Source Edition[33481]","Image Source Place Of Publication[33482]","Image Source Publisher[33483]","Image Source Publication Date[33484]","Image Source Date[33485]","Image Source Series Title[33486]","Image Source Reference Number[33487]","Image Source Call Numbers[33488]","Image Source Notes[33489]","Image Source Record Created By[33490]","Volume[33491]","Issue Number[33492]","Year[33493]","Page Plate Number[33494]","Export Only In Group[33495]","Image Technique[33496]","Media URL"
"4088411","drs:urn-3:HBS.Baker.AC:1142146","8000172371","Draper, Underwood, Bald & Spencer (1833-1835) producer ; Harrisburg Bank, associated name",,"Harrisburg Bank (Pennsylvania), 5 dollars, 1848","Verso",,"1848",1848,1848,"Antebellum","ink on paper","7.5 x 17.4 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-04/3",,,"United States","Printed on off-white paper in black ink. Images include female figure with a rake and grain; and a seated Justice with sword and scales._x000D_Verso: blank. ; Inscription:""THE HARRISBURG BANK Promises to pay FIVE dollars on demand to ___ or bearer."" ; State/Edition:Pennsylvania, 1848 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number ""1734"", name of bearer, date ""Sep 11 1848"", and signatures of the Cashier and President in brown ink.","money ; Paper money ; bills of exchange ; allegories ; swords ; scales (weighing devices) ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366354_2","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4088411/representation-view"
"4085551","drs:urn-3:HBS.Baker.AC:1142147","8000170158","Underwood, Bald & Spencer, producer ; Mechanics Bank (Augusta, Georgia), associated name",,"Mechanics Bank (Georgia), 5 dollars, 1861","Recto",,"1861",1861,1861,,"ink on paper","7.4 x 17.4 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-05/1",,,,"Printed on white paper in black ink. Images include classical profile busts; an arm and hammer; a woman with spinning wheel; a woman with a rake and grain; and a seated Liberty by a river valley._x000D_Verso: blank. ; Inscription:""THE MECHANICS BANK Promises to pay ___ or bearer on demand FIVE DOLLARS"". ; State/Edition:Georgia, 1861 ; Note - General:Serial number: ""B"". ; Note in manuscript: issue number ""1154"", name of bearer, date ""Oct. 1. 1861."" and signatures of the Cashier and President in brown ink.","money ; Paper money ; bills of exchange ; Phrygian caps ; female figures ; allegories ; Civil War era currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366360_1","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4085551/representation-view"
"4085552","drs:urn-3:HBS.Baker.AC:1142148","8000170158","Underwood, Bald & Spencer, producer ; Mechanics Bank (Augusta, Georgia), associated name",,"Mechanics Bank (Georgia), 5 dollars, 1861","Verso",,"1861",1861,1861,,"ink on paper","7.4 x 17.4 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-05/1",,,,"Printed on white paper in black ink. Images include classical profile busts; an arm and hammer; a woman with spinning wheel; a woman with a rake and grain; and a seated Liberty by a river valley._x000D_Verso: blank. ; Inscription:""THE MECHANICS BANK Promises to pay ___ or bearer on demand FIVE DOLLARS"". ; State/Edition:Georgia, 1861 ; Note - General:Serial number: ""B"". ; Note in manuscript: issue number ""1154"", name of bearer, date ""Oct. 1. 1861."" and signatures of the Cashier and President in brown ink.","money ; Paper money ; bills of exchange ; Phrygian caps ; female figures ; allegories ; Civil War era currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366360_2","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4085552/representation-view"
"4088668","drs:urn-3:HBS.Baker.AC:1142149","8000172566","American Bank Note, Co., producer ; Deposit Savings Association of Mobile, associated name",,"Deposit Savings Association of Mobile (Alabama), 1 dollar, 187_","Recto",,"ca. 1870",1870,1879,,"ink on paper","7.9 x 18.1 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-05/2",,,,"Printed on off-white paper in black and green ink. The date and signatures on the bill have faded. Images include African Americans (men, women, and children) harvesting cane and loading it into a horse-drawn vehicle;  and Ceres with grain, sickle, beehive, flowers, and produce._x000D_Verso: three complex cartouches in green ink. ; Inscription:""DEPOSIT SAVINGS ASSOCIATION OF MOBILE ALABAMA Will pay to bearer on return of this voucher. Mobile, Ala. 187_"". ; Verso: ""DEPOSIT SAVINGS ASSOCIATION OF MOBILE ALABAMA. Said Corportation may issue to its depositors Certificates of Deposits or VOUCHERS in acknowledgement thereof in such form as may be agreed upon and accepted by said Depositors, Act approved Feb. 23d 1866."" ; State/Edition:Alabama, 187_ ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number ""26323"" stamped in red ink; date and signatures of the Cashier and President in brown ink (faded).","money ; Paper money ; bills of exchange ; African Americans ; allegories ; cane (plant material) ; laborers ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366363_1","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4088668/representation-view"
"4088669","drs:urn-3:HBS.Baker.AC:1142150","8000172566","American Bank Note, Co., producer ; Deposit Savings Association of Mobile, associated name",,"Deposit Savings Association of Mobile (Alabama), 1 dollar, 187_","Verso",,"ca. 1870",1870,1879,,"ink on paper","7.9 x 18.1 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-05/2",,,,"Printed on off-white paper in black and green ink. The date and signatures on the bill have faded. Images include African Americans (men, women, and children) harvesting cane and loading it into a horse-drawn vehicle;  and Ceres with grain, sickle, beehive, flowers, and produce._x000D_Verso: three complex cartouches in green ink. ; Inscription:""DEPOSIT SAVINGS ASSOCIATION OF MOBILE ALABAMA Will pay to bearer on return of this voucher. Mobile, Ala. 187_"". ; Verso: ""DEPOSIT SAVINGS ASSOCIATION OF MOBILE ALABAMA. Said Corportation may issue to its depositors Certificates of Deposits or VOUCHERS in acknowledgement thereof in such form as may be agreed upon and accepted by said Depositors, Act approved Feb. 23d 1866."" ; State/Edition:Alabama, 187_ ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number ""26323"" stamped in red ink; date and signatures of the Cashier and President in brown ink (faded).","money ; Paper money ; bills of exchange ; African Americans ; allegories ; cane (plant material) ; laborers ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366363_2","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4088669/representation-view"
"4085851","drs:urn-3:HBS.Baker.AC:1142151","8000170389","Danforth, Bald & Co., producer ; Eastern Bank, associated name",,"Eastern Bank (Connecticut), 3 dollars, 1852","Recto",,"1852",1852,1852,"Antebellum","ink on paper","7.6 x 17.6 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-05/3",,,"United States","Printed on off-white paper in black and red ink. Images include a horse drawn vehicle by a river; a railroad bridge; two portraits of women; Ceres holding a sickle; an axe; and a man seated on a fallen tree petting a dog._x000D_Verso: reverse printing of the word ""THREE"" in red ink. ; Inscription:""STATE OF CONNECTICUT, THE EASTERN BANK Will pay THREE DOLLARS to the bearer on demand. WEST-KILLINGLY"". ; State/Edition:Connecticut, 1852 ; Note - General:Serial number: ""B"". ; Note in manuscript: issue number ""7006"", date ""June 9, 1852"", and signatures of the Cashier and President in brown ink.","money ; Paper money ; bills of exchange ; allegories ; portrait medallions ; woodlands ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366377_1","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 11/6/2013",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4085851/representation-view"
"4085852","drs:urn-3:HBS.Baker.AC:1142152","8000170389","Danforth, Bald & Co., producer ; Eastern Bank, associated name",,"Eastern Bank (Connecticut), 3 dollars, 1852","Verso",,"1852",1852,1852,"Antebellum","ink on paper","7.6 x 17.6 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-05/3",,,"United States","Printed on off-white paper in black and red ink. Images include a horse drawn vehicle by a river; a railroad bridge; two portraits of women; Ceres holding a sickle; an axe; and a man seated on a fallen tree petting a dog._x000D_Verso: reverse printing of the word ""THREE"" in red ink. ; Inscription:""STATE OF CONNECTICUT, THE EASTERN BANK Will pay THREE DOLLARS to the bearer on demand. WEST-KILLINGLY"". ; State/Edition:Connecticut, 1852 ; Note - General:Serial number: ""B"". ; Note in manuscript: issue number ""7006"", date ""June 9, 1852"", and signatures of the Cashier and President in brown ink.","money ; Paper money ; bills of exchange ; allegories ; portrait medallions ; woodlands ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366377_2","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 11/6/2013",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4085852/representation-view"
"4088489","drs:urn-3:HBS.Baker.AC:1142153","8000172432","Rawdon, Wright & Hatch (1832-1847) producer ; Farmers & Mechanics Bank (Georgetown, D.C.), associated name",,"Farmers & Mechanics Bank (Georgetown, D.C.), 10 dollars, 1849","Recto",,"1849",1849,1849,"Antebellum","ink on paper","7.7 x 18.1 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-05/4",,,"United States","Printed on off-white paper in black ink. Images include complex rosettes; a steamship; a railroad; an arm and hammer; and Ceres with a sickle, grain, plow, and cattle._x000D_Verso: blank except for handwritten note. ; Inscription:""THE DISTRICT OF COLUMBIA. THE Farmers & Mechanics BANK OF GEORGETOWN Will pay TEN DOLLARS on demand to ___ or Bearer"". ; State/Edition:District of Columbia, 1849 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number, date, name of bearer, and signatures of the Cashier and President in brown ink (faded). ; Verso: note in manuscript: ""A."" underlined three times.","money ; Paper money ; bills of exchange ; allegories ; rosettes ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366378_1","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4088489/representation-view"
"4088490","drs:urn-3:HBS.Baker.AC:1142154","8000172432","Rawdon, Wright & Hatch (1832-1847) producer ; Farmers & Mechanics Bank (Georgetown, D.C.), associated name",,"Farmers & Mechanics Bank (Georgetown, D.C.), 10 dollars, 1849","Verso",,"1849",1849,1849,"Antebellum","ink on paper","7.7 x 18.1 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-05/4",,,"United States","Printed on off-white paper in black ink. Images include complex rosettes; a steamship; a railroad; an arm and hammer; and Ceres with a sickle, grain, plow, and cattle._x000D_Verso: blank except for handwritten note. ; Inscription:""THE DISTRICT OF COLUMBIA. THE Farmers & Mechanics BANK OF GEORGETOWN Will pay TEN DOLLARS on demand to ___ or Bearer"". ; State/Edition:District of Columbia, 1849 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number, date, name of bearer, and signatures of the Cashier and President in brown ink (faded). ; Verso: note in manuscript: ""A."" underlined three times.","money ; Paper money ; bills of exchange ; allegories ; rosettes ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366378_2","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4088490/representation-view"
"4084471","drs:urn-3:HBS.Baker.AC:1142155","8000169325","Baldwin, Bald & Cousland, producer ; Bald, Cousland & Co., Bank Note Engravers, Philadelphia, producer ; North Western Bank, associated name",,"North Western Bank (Georgia), 2 dollars, 1857","Recto",,"1857",1857,1857,"Antebellum","ink on paper","7.6 x 17.5 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-06/1",,,"United States","Printed on off-white paper in black and red ink. Images include complex medallions; a portico with banners guarded by a uniformed soldier; a seated child saluting; a dog; a family with a hay wagon conversing with a blacksmith; a smithie._x000D_Verso: reverse print of ""TWO"" in red ink. ; Inscription:""STATE OF GEORGIA The Norht Western Bank OF GEORGIA Will pay TWO DOLLARS to bearer on demand. RINGGOLD"". ; Within border: ""INDIVIDUAL PROPERTY OF STOCKHOLDERS LIABLE."" ; State/Edition:Georgia, 1857 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number, date, and signatures of the Cashier and President in brown ink (faded).","money ; Paper money ; bills of exchange ; smithies ; farmers ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366379_1","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4084471/representation-view"
"4084472","drs:urn-3:HBS.Baker.AC:1142156","8000169325","Baldwin, Bald & Cousland, producer ; Bald, Cousland & Co., Bank Note Engravers, Philadelphia, producer ; North Western Bank, associated name",,"North Western Bank (Georgia), 2 dollars, 1857","Verso",,"1857",1857,1857,"Antebellum","ink on paper","7.6 x 17.5 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-06/1",,,"United States","Printed on off-white paper in black and red ink. Images include complex medallions; a portico with banners guarded by a uniformed soldier; a seated child saluting; a dog; a family with a hay wagon conversing with a blacksmith; a smithie._x000D_Verso: reverse print of ""TWO"" in red ink. ; Inscription:""STATE OF GEORGIA The Norht Western Bank OF GEORGIA Will pay TWO DOLLARS to bearer on demand. RINGGOLD"". ; Within border: ""INDIVIDUAL PROPERTY OF STOCKHOLDERS LIABLE."" ; State/Edition:Georgia, 1857 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number, date, and signatures of the Cashier and President in brown ink (faded).","money ; Paper money ; bills of exchange ; smithies ; farmers ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366379_2","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4084472/representation-view"
"4087807","drs:urn-3:HBS.Baker.AC:1142157","8000171912","Danforth, Wright & Co. (1853-1858) producer ; Southern Bank of Georgia, associated name",,"Southern Bank of Georgia, 1 dollar, 1858","Recto",,"1858",1858,1858,"Antebellum","ink on paper","7.4 x 18 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-06/2",,,"United States","Printed on white paper in black and red ink. Images include complex medallions in red ink; farmers herding cattle under telegraph wires next to a railroad bridge; a young woman leaning on a fence; a seated female figure with cattle; farm land with a railroad._x000D_Verso: blank ; Inscription:""THE SOUTHERN BANK OF GEORGIA Will pay ONE DOLLAR to the bearer on demand. March 1st, 1858. BAINSBRIDGE."" ; State/Edition:Georgia, 1858 ; Note - General:Serial number: ""B"". ; Note in manuscript: issue number ""8720 stamped in black ink and the signatures of the Cashier and President in brown ink.""","money ; Paper money ; bills of exchange ; telegraph lines ; railroads ; cattle ; female figures ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366381_1","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4087807/representation-view"
"4087808","drs:urn-3:HBS.Baker.AC:1142158","8000171912","Danforth, Wright & Co. (1853-1858) producer ; Southern Bank of Georgia, associated name",,"Southern Bank of Georgia, 1 dollar, 1858","Verso",,"1858",1858,1858,"Antebellum","ink on paper","7.4 x 18 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-06/2",,,"United States","Printed on white paper in black and red ink. Images include complex medallions in red ink; farmers herding cattle under telegraph wires next to a railroad bridge; a young woman leaning on a fence; a seated female figure with cattle; farm land with a railroad._x000D_Verso: blank ; Inscription:""THE SOUTHERN BANK OF GEORGIA Will pay ONE DOLLAR to the bearer on demand. March 1st, 1858. BAINSBRIDGE."" ; State/Edition:Georgia, 1858 ; Note - General:Serial number: ""B"". ; Note in manuscript: issue number ""8720 stamped in black ink and the signatures of the Cashier and President in brown ink.""","money ; Paper money ; bills of exchange ; telegraph lines ; railroads ; cattle ; female figures ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366381_2","Record created: 2/15/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4087808/representation-view"
"4086137","drs:urn-3:HBS.Baker.AC:1142159","8000170601","Underwood, Bald & Spencer, producer ; Mechanics Bank (Augusta, Georgia), associated name",,"Mechanics Bank (Georgia), 10 dollars, 1861","Recto",,"1861",1861,1861,,"ink on paper","7.4 x 17.6 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-06/3",,,,"Printed on white paper in black ink. Images include classical busts; an arm and hammer; a seated Native American male; an eagle; and a steamship._x000D_Verso: blank. ; Inscription:""The Mechanics Bank promises to pay ___ or bearer TEN dollars on demand AUGUSTA GEORGIA"". ; State/Edition:Georgia, 1861 ; Note - General:Serial number: ""B"". ; Note in manuscript: issue number ""704"", name of bearer, date ""Oct. 1, 1861"", and signatures of the Cashier and President in brown ink.","money ; Paper money ; bills of exchange ; Native Americans ; eagles ; Civil War era currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366409_1","Record created: 2/16/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086137/representation-view"
"4086138","drs:urn-3:HBS.Baker.AC:1142160","8000170601","Underwood, Bald & Spencer, producer ; Mechanics Bank (Augusta, Georgia), associated name",,"Mechanics Bank (Georgia), 10 dollars, 1861","Verso",,"1861",1861,1861,,"ink on paper","7.4 x 17.6 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","3-06/3",,,,"Printed on white paper in black ink. Images include classical busts; an arm and hammer; a seated Native American male; an eagle; and a steamship._x000D_Verso: blank. ; Inscription:""The Mechanics Bank promises to pay ___ or bearer TEN dollars on demand AUGUSTA GEORGIA"". ; State/Edition:Georgia, 1861 ; Note - General:Serial number: ""B"". ; Note in manuscript: issue number ""704"", name of bearer, date ""Oct. 1, 1861"", and signatures of the Cashier and President in brown ink.","money ; Paper money ; bills of exchange ; Native Americans ; eagles ; Civil War era currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W366409_2","Record created: 2/16/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086138/representation-view"
